Identificador,Proceso,Nombre,Descripcion,Tipo de Activo,Categoria,Idioma,Origen,Soporte y medio de registro,Informacion disponible,Información publicada,Custodio,Estado,¿Contiene informacion personal?
OTGD-VD-017,Oficina de las TIC y Gobierno Digital - Vive Digital Nazareth,PORTATIL HP,dispositivos de procesamiento el cual es usado para el desarrollo de las actividades de la alcaldia,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Jefe Oficina de las TIC y Gobierno Digital,Activo,No Aplica
OTGD-VD-018,Oficina de las TIC y Gobierno Digital - Vive Digital Nazareth,MOUSE,un dispositivo de entrada diseñado para manipular objetos en la pantalla de la computadora,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Jefe Oficina de las TIC y Gobierno Digital,Activo,No Aplica
OTGD-VD-019,Oficina de las TIC y Gobierno Digital - Vive Digital Nazareth,PORTATIL HP,dispositivos de procesamiento el cual es usado para el desarrollo de las actividades de la alcaldia,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Jefe Oficina de las TIC y Gobierno Digital,Activo,No Aplica
OTGD-VD-020,Oficina de las TIC y Gobierno Digital - Vive Digital Nazareth,MOUSE,un dispositivo de entrada diseñado para manipular objetos en la pantalla de la computadora,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Jefe Oficina de las TIC y Gobierno Digital,Activo,No Aplica
OTGD-VD-021,Oficina de las TIC y Gobierno Digital - Vive Digital Nazareth,PORTATIL HP,dispositivos de procesamiento el cual es usado para el desarrollo de las actividades de la alcaldia,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Jefe Oficina de las TIC y Gobierno Digital,Activo,No Aplica
OTGD-VD-022,Oficina de las TIC y Gobierno Digital - Vive Digital Nazareth,PORTATIL HP,dispositivos de procesamiento el cual es usado para el desarrollo de las actividades de la alcaldia,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Jefe Oficina de las TIC y Gobierno Digital,Activo,No Aplica
OTGD-VD-023,Oficina de las TIC y Gobierno Digital - Vive Digital Nazareth,MOUSE,un dispositivo de entrada diseñado para manipular objetos en la pantalla de la computadora,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Jefe Oficina de las TIC y Gobierno Digital,Activo,No Aplica
OTGD-VD-024,Oficina de las TIC y Gobierno Digital - Vive Digital Nazareth,PORTATIL HP,dispositivos de procesamiento el cual es usado para el desarrollo de las actividades de la alcaldia,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Jefe Oficina de las TIC y Gobierno Digital,Activo,No Aplica
OTGD-VD-025,Oficina de las TIC y Gobierno Digital - Vive Digital Nazareth,PORTATIL HP,dispositivos de procesamiento el cual es usado para el desarrollo de las actividades de la alcaldia,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Jefe Oficina de las TIC y Gobierno Digital,Activo,No Aplica
OTGD-VD-026,Oficina de las TIC y Gobierno Digital - Vive Digital Nazareth,PORTATIL HP,dispositivos de procesamiento el cual es usado para el desarrollo de las actividades de la alcaldia,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Jefe Oficina de las TIC y Gobierno Digital,Activo,No Aplica
OTGD-VD-027,Oficina de las TIC y Gobierno Digital - Vive Digital Nazareth,PORTATIL HP,dispositivos de procesamiento el cual es usado para el desarrollo de las actividades de la alcaldia,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Jefe Oficina de las TIC y Gobierno Digital,Activo,No Aplica
OTGD-VD-028,Oficina de las TIC y Gobierno Digital - Vive Digital Nazareth,PORTATIL HP,dispositivos de procesamiento el cual es usado para el desarrollo de las actividades de la alcaldia,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Jefe Oficina de las TIC y Gobierno Digital,Activo,No Aplica
OTGD-VD-029,Oficina de las TIC y Gobierno Digital - Vive Digital Nazareth,PORTATIL HP,dispositivos de procesamiento el cual es usado para el desarrollo de las actividades de la alcaldia,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Jefe Oficina de las TIC y Gobierno Digital,Activo,No Aplica
OTGD-VD-030,Oficina de las TIC y Gobierno Digital - Vive Digital Nazareth,PORTATIL HP,dispositivos de procesamiento el cual es usado para el desarrollo de las actividades de la alcaldia,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Jefe Oficina de las TIC y Gobierno Digital,Activo,No Aplica
OTGD-VD-031,Oficina de las TIC y Gobierno Digital - Vive Digital Nazareth,PORTATIL HP,dispositivos de procesamiento el cual es usado para el desarrollo de las actividades de la alcaldia,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Jefe Oficina de las TIC y Gobierno Digital,Activo,No Aplica
OTGD-VD-032,Oficina de las TIC y Gobierno Digital - Vive Digital Nazareth,PORTATIL HP,dispositivos de procesamiento el cual es usado para el desarrollo de las actividades de la alcaldia,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Jefe Oficina de las TIC y Gobierno Digital,Activo,No Aplica
OTGD-VD-033,Oficina de las TIC y Gobierno Digital - Vive Digital Nazareth,PORTATIL HP,dispositivos de procesamiento el cual es usado para el desarrollo de las actividades de la alcaldia,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Jefe Oficina de las TIC y Gobierno Digital,Activo,No Aplica
OTGD-VD-034,Oficina de las TIC y Gobierno Digital - Vive Digital Nazareth,PORTATIL HP,dispositivos de procesamiento el cual es usado para el desarrollo de las actividades de la alcaldia,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Jefe Oficina de las TIC y Gobierno Digital,Activo,No Aplica
OTGD-VD-035,Oficina de las TIC y Gobierno Digital - Vive Digital Nazareth,PORTATIL HP,dispositivos de procesamiento el cual es usado para el desarrollo de las actividades de la alcaldia,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Jefe Oficina de las TIC y Gobierno Digital,Activo,No Aplica
OTGD-VD-036,Oficina de las TIC y Gobierno Digital - Vive Digital Nazareth,PORTATIL HP,dispositivos de procesamiento el cual es usado para el desarrollo de las actividades de la alcaldia,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Jefe Oficina de las TIC y Gobierno Digital,Activo,No Aplica
OTGD-VD-037,Oficina de las TIC y Gobierno Digital - Vive Digital Nazareth,PORTATIL HP,dispositivos de procesamiento el cual es usado para el desarrollo de las actividades de la alcaldia,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Jefe Oficina de las TIC y Gobierno Digital,Activo,No Aplica
OTGD-VD-038,Oficina de las TIC y Gobierno Digital - Vive Digital Nazareth,PORTATIL HP,dispositivos de procesamiento el cual es usado para el desarrollo de las actividades de la alcaldia,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Jefe Oficina de las TIC y Gobierno Digital,Activo,No Aplica
OTGD-VD-039,Oficina de las TIC y Gobierno Digital - Vive Digital Nazareth,PORTATIL HP,dispositivos de procesamiento el cual es usado para el desarrollo de las actividades de la alcaldia,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Jefe Oficina de las TIC y Gobierno Digital,Activo,No Aplica
OTGD-VD-040,Oficina de las TIC y Gobierno Digital - Vive Digital Nazareth,PORTATIL HP,dispositivos de procesamiento el cual es usado para el desarrollo de las actividades de la alcaldia,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Jefe Oficina de las TIC y Gobierno Digital,Activo,No Aplica
OTGD-VD-041,Oficina de las TIC y Gobierno Digital - Vive Digital Nazareth,PORTATIL HP,dispositivos de procesamiento el cual es usado para el desarrollo de las actividades de la alcaldia,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Jefe Oficina de las TIC y Gobierno Digital,Activo,No Aplica
OTGD-VD-042,Oficina de las TIC y Gobierno Digital - Vive Digital Nazareth,PORTATIL HP,dispositivos de procesamiento el cual es usado para el desarrollo de las actividades de la alcaldia,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Jefe Oficina de las TIC y Gobierno Digital,Activo,No Aplica
OTGD-VD-043,Oficina de las TIC y Gobierno Digital - Vive Digital Nazareth,PORTATIL HP,dispositivos de procesamiento el cual es usado para el desarrollo de las actividades de la alcaldia,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Jefe Oficina de las TIC y Gobierno Digital,Activo,No Aplica
OTGD-VD-044,Oficina de las TIC y Gobierno Digital - Vive Digital Nazareth,PORTATIL HP,dispositivos de procesamiento el cual es usado para el desarrollo de las actividades de la alcaldia,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Jefe Oficina de las TIC y Gobierno Digital,Activo,No Aplica
OTGD-VD-045,Oficina de las TIC y Gobierno Digital - Vive Digital Nazareth,PORTATIL HP,dispositivos de procesamiento el cual es usado para el desarrollo de las actividades de la alcaldia,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Jefe Oficina de las TIC y Gobierno Digital,Activo,No Aplica
OTGD-VD-046,Oficina de las TIC y Gobierno Digital - Vive Digital Nazareth,PORTATIL HP,dispositivos de procesamiento el cual es usado para el desarrollo de las actividades de la alcaldia,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Jefe Oficina de las TIC y Gobierno Digital,Activo,No Aplica
OTGD-VD-047,Oficina de las TIC y Gobierno Digital - Vive Digital Nazareth,MOUSE,un dispositivo de entrada diseñado para manipular objetos en la pantalla de la computadora,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Jefe Oficina de las TIC y Gobierno Digital,Activo,No Aplica
OTGD-VD-048,Oficina de las TIC y Gobierno Digital - Vive Digital Nazareth,MOUSE,un dispositivo de entrada diseñado para manipular objetos en la pantalla de la computadora,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Jefe Oficina de las TIC y Gobierno Digital,Activo,No Aplica
OTGD-VD-049,Oficina de las TIC y Gobierno Digital - Vive Digital Nazareth,MOUSE,un dispositivo de entrada diseñado para manipular objetos en la pantalla de la computadora,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Jefe Oficina de las TIC y Gobierno Digital,Activo,No Aplica
OTGD-VD-050,Oficina de las TIC y Gobierno Digital - Vive Digital Nazareth,MOUSE,un dispositivo de entrada diseñado para manipular objetos en la pantalla de la computadora,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Jefe Oficina de las TIC y Gobierno Digital,Activo,No Aplica
OTGD-VD-051,Oficina de las TIC y Gobierno Digital - Vive Digital Nazareth,MOUSE,un dispositivo de entrada diseñado para manipular objetos en la pantalla de la computadora,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Jefe Oficina de las TIC y Gobierno Digital,Activo,No Aplica
OTGD-VD-052,Oficina de las TIC y Gobierno Digital - Vive Digital Nazareth,MOUSE,un dispositivo de entrada diseñado para manipular objetos en la pantalla de la computadora,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Jefe Oficina de las TIC y Gobierno Digital,Activo,No Aplica
OTGD-VD-053,Oficina de las TIC y Gobierno Digital - Vive Digital Nazareth,MOUSE,un dispositivo de entrada diseñado para manipular objetos en la pantalla de la computadora,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Jefe Oficina de las TIC y Gobierno Digital,Activo,No Aplica
OTGD-VD-054,Oficina de las TIC y Gobierno Digital - Vive Digital Nazareth,MOUSE,un dispositivo de entrada diseñado para manipular objetos en la pantalla de la computadora,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Jefe Oficina de las TIC y Gobierno Digital,Activo,No Aplica
OTGD-VD-055,Oficina de las TIC y Gobierno Digital - Vive Digital Nazareth,MOUSE,un dispositivo de entrada diseñado para manipular objetos en la pantalla de la computadora,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Jefe Oficina de las TIC y Gobierno Digital,Activo,No Aplica
OTGD-VD-056,Oficina de las TIC y Gobierno Digital - Vive Digital Nazareth,MOUSE,un dispositivo de entrada diseñado para manipular objetos en la pantalla de la computadora,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Jefe Oficina de las TIC y Gobierno Digital,Activo,No Aplica
OTGD-VD-057,Oficina de las TIC y Gobierno Digital - Vive Digital Nazareth,MOUSE,un dispositivo de entrada diseñado para manipular objetos en la pantalla de la computadora,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Jefe Oficina de las TIC y Gobierno Digital,Activo,No Aplica
OTGD-VD-058,Oficina de las TIC y Gobierno Digital - Vive Digital Nazareth,MOUSE,un dispositivo de entrada diseñado para manipular objetos en la pantalla de la computadora,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Jefe Oficina de las TIC y Gobierno Digital,Activo,No Aplica
OTGD-VD-059,Oficina de las TIC y Gobierno Digital - Vive Digital Nazareth,MOUSE,un dispositivo de entrada diseñado para manipular objetos en la pantalla de la computadora,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Jefe Oficina de las TIC y Gobierno Digital,Activo,No Aplica
OTGD-VD-060,Oficina de las TIC y Gobierno Digital - Vive Digital Nazareth,MOUSE,un dispositivo de entrada diseñado para manipular objetos en la pantalla de la computadora,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Jefe Oficina de las TIC y Gobierno Digital,Activo,No Aplica
OTGD-VD-061,Oficina de las TIC y Gobierno Digital - Vive Digital Nazareth,MOUSE,un dispositivo de entrada diseñado para manipular objetos en la pantalla de la computadora,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Jefe Oficina de las TIC y Gobierno Digital,Activo,No Aplica
OTGD-VD-062,Oficina de las TIC y Gobierno Digital - Vive Digital Nazareth,MOUSE,un dispositivo de entrada diseñado para manipular objetos en la pantalla de la computadora,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Jefe Oficina de las TIC y Gobierno Digital,Activo,No Aplica
OTGD-VD-063,Oficina de las TIC y Gobierno Digital - Vive Digital Nazareth,MONITOR,complemento de la cpu el cual visualiza los procedimientos de la cpu,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Jefe Oficina de las TIC y Gobierno Digital,Activo,No Aplica
OTGD-VD-064,Oficina de las TIC y Gobierno Digital - Vive Digital Nazareth,MONITOR,complemento de la cpu el cual visualiza los procedimientos de la cpu,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Jefe Oficina de las TIC y Gobierno Digital,Activo,No Aplica
OTGD-VD-065,Oficina de las TIC y Gobierno Digital - Vive Digital Nazareth,teclado,"El teclado es un dispositivo de entrada que utiliza una disposición de teclas, para que actúen como interruptores electrónicos que envían información a la computadora. El teclado tiene entre 99 y 108 teclas; y, está dividido en cuatro bloques: de funciones, alfanumérico, especial y numérico.",Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Jefe Oficina de las TIC y Gobierno Digital,Activo,No Aplica
OTGD-VD-066,Oficina de las TIC y Gobierno Digital - Vive Digital Nazareth,TEATRO EN CASA SAMSUNG,TEATRO EN CASA SAMSUNG,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Jefe Oficina de las TIC y Gobierno Digital,Activo,No Aplica
OTGD-VD-067,Oficina de las TIC y Gobierno Digital - Vive Digital Nazareth,MOUSE,un dispositivo de entrada diseñado para manipular objetos en la pantalla de la computadora,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Jefe Oficina de las TIC y Gobierno Digital,Activo,No Aplica
OTGD-VD-068,Oficina de las TIC y Gobierno Digital - Vive Digital Nazareth,TELEVISOR,TELEVISOR,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Jefe Oficina de las TIC y Gobierno Digital,Activo,No Aplica
OTGD-VD-069,Oficina de las TIC y Gobierno Digital - Vive Digital Nazareth,XBOX,XBOX,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Jefe Oficina de las TIC y Gobierno Digital,Activo,No Aplica
OTGD-VD-070,Oficina de las TIC y Gobierno Digital - Vive Digital Nazareth,XBOX,XBOX,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Jefe Oficina de las TIC y Gobierno Digital,Activo,No Aplica
OTGD-VD-071,Oficina de las TIC y Gobierno Digital - Vive Digital Nazareth,PORTATIL HP,dispositivos de procesamiento el cual es usado para el desarrollo de las actividades de la alcaldia,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Jefe Oficina de las TIC y Gobierno Digital,Activo,No Aplica
OTGD-VD-072,Oficina de las TIC y Gobierno Digital - Vive Digital Nazareth,PORTATIL HP,dispositivos de procesamiento el cual es usado para el desarrollo de las actividades de la alcaldia,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Jefe Oficina de las TIC y Gobierno Digital,Activo,No Aplica
OTGD-VD-073,Oficina de las TIC y Gobierno Digital - Vive Digital Nazareth,PORTATIL HP,dispositivos de procesamiento el cual es usado para el desarrollo de las actividades de la alcaldia,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Jefe Oficina de las TIC y Gobierno Digital,Activo,No Aplica
OTGD-VD-074,Oficina de las TIC y Gobierno Digital - Vive Digital Nazareth,MOUSE,un dispositivo de entrada diseñado para manipular objetos en la pantalla de la computadora,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Jefe Oficina de las TIC y Gobierno Digital,Activo,No Aplica
OTGD-VD-075,Oficina de las TIC y Gobierno Digital - Vive Digital Nazareth,MOUSE,un dispositivo de entrada diseñado para manipular objetos en la pantalla de la computadora,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Jefe Oficina de las TIC y Gobierno Digital,Activo,No Aplica
OTGD-VD-076,Oficina de las TIC y Gobierno Digital - Vive Digital Nazareth,MOUSE,un dispositivo de entrada diseñado para manipular objetos en la pantalla de la computadora,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Jefe Oficina de las TIC y Gobierno Digital,Activo,No Aplica
OTGD-VD-077,Oficina de las TIC y Gobierno Digital - Vive Digital Nazareth,Impresora brtoher,"usado para imprimir resoluciones, decretos, comunicados etc",Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Jefe Oficina de las TIC y Gobierno Digital,Activo,No Aplica
OTGD-VD-078,Oficina de las TIC y Gobierno Digital - Vive Digital Nazareth,Impresora Epson,"usado para imprimir resoluciones, decretos, comunicados etc",Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Jefe Oficina de las TIC y Gobierno Digital,Activo,No Aplica
UAGRCG-001,Unidad Administrativa de Gestión del Riesgo y Cambio Climático,MONITOR DELL,complemento de la cpu el cual visualiza los procedimientos de la cpu,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Jefe Unidad Administrativa de Gestión del Riesgo y Cambio Climático,Activo,No Aplica
UAGRCG-002,Unidad Administrativa de Gestión del Riesgo y Cambio Climático,CPU HP,dispositivos de procesamiento el cual es usado para el desarrollo de las actividades de la alcaldia,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Jefe Unidad Administrativa de Gestión del Riesgo y Cambio Climático,Activo,No Aplica
UAGRCG-003,Unidad Administrativa de Gestión del Riesgo y Cambio Climático,TECLADO GENIUS,complemento de la cpu usado para digitalizar las actividades en la alcaldia,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Jefe Unidad Administrativa de Gestión del Riesgo y Cambio Climático,Activo,No Aplica
UAGRCG-004,Unidad Administrativa de Gestión del Riesgo y Cambio Climático,ALL IN ONE HP,dispositivos de procesamiento el cual es usado para el desarrollo de las actividades de la alcaldia,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Jefe Unidad Administrativa de Gestión del Riesgo y Cambio Climático,Activo,No Aplica
UAGRCG-005,Unidad Administrativa de Gestión del Riesgo y Cambio Climático,TECLADO HP,complemento de la cpu usado para digitalizar las actividades en la alcaldia,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Jefe Unidad Administrativa de Gestión del Riesgo y Cambio Climático,Activo,No Aplica
UAGRCG-006,Unidad Administrativa de Gestión del Riesgo y Cambio Climático,MONITOR DELL,complemento de la cpu el cual visualiza los procedimientos de la cpu,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Jefe Unidad Administrativa de Gestión del Riesgo y Cambio Climático,Activo,No Aplica
UAGRCG-007,Unidad Administrativa de Gestión del Riesgo y Cambio Climático,CPU DELL VOSTRO,dispositivos de procesamiento el cual es usado para el desarrollo de las actividades de la alcaldia,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Jefe Unidad Administrativa de Gestión del Riesgo y Cambio Climático,Activo,No Aplica
UAGRCG-008,Unidad Administrativa de Gestión del Riesgo y Cambio Climático,TECLADO HP,complemento de la cpu usado para digitalizar las actividades en la alcaldia,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Jefe Unidad Administrativa de Gestión del Riesgo y Cambio Climático,Activo,No Aplica
UAGRCG-009,Unidad Administrativa de Gestión del Riesgo y Cambio Climático,MONITOR HP V202,complemento de la cpu el cual visualiza los procedimientos de la cpu,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Jefe Unidad Administrativa de Gestión del Riesgo y Cambio Climático,Activo,No Aplica
UAGRCG-010,Unidad Administrativa de Gestión del Riesgo y Cambio Climático,CPU HP,dispositivos de procesamiento el cual es usado para el desarrollo de las actividades de la alcaldia,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Jefe Unidad Administrativa de Gestión del Riesgo y Cambio Climático,Activo,No Aplica
UAGRCG-011,Unidad Administrativa de Gestión del Riesgo y Cambio Climático,TECLADO HP,complemento de la cpu usado para digitalizar las actividades en la alcaldia,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Jefe Unidad Administrativa de Gestión del Riesgo y Cambio Climático,Activo,No Aplica
UAGRCG-012,Unidad Administrativa de Gestión del Riesgo y Cambio Climático,Oficios,Documento de solicitud de Datos /Información y/o respuesta a solicitudes de TIC,Datos /Información,De soporte,Español,Interno,Medio electrónico,Disponible,No publicada,Jefe Unidad Administrativa de Gestión del Riesgo y Cambio Climático,Activo,SI
UAGRCG-013,Unidad Administrativa de Gestión del Riesgo y Cambio Climático,Correspondencia,"Respuestas a derechos de peticiones, juzgados y a las demás oficinas",Datos /Información,De soporte,Español,Interno,Medio electrónico,Disponible,No publicada,Jefe Unidad Administrativa de Gestión del Riesgo y Cambio Climático,Activo,SI
UAGRCG-014,Unidad Administrativa de Gestión del Riesgo y Cambio Climático,PQRS,"Peticiciones, quejas, reclamos, realizadas por la comunidad nobsana",Datos /Información,De soporte,Español,Interno,Medio electrónico,Disponible,No publicada,Jefe Unidad Administrativa de Gestión del Riesgo y Cambio Climático,Activo,SI
UAGRCG-015,Unidad Administrativa de Gestión del Riesgo y Cambio Climático,Actas de visita,Documento de Datos /Información por oficinas y a la comunidad,Datos /Información,De soporte,Español,Interno,Medio electrónico,Disponible,No publicada,Jefe Unidad Administrativa de Gestión del Riesgo y Cambio Climático,Activo,SI
UAGRCG-016,Unidad Administrativa de Gestión del Riesgo y Cambio Climático,Circulares,Documentos informativos de UAGRCC,Datos /Información,De soporte,Español,Interno,Medio electrónico,Disponible,No publicada,Jefe Unidad Administrativa de Gestión del Riesgo y Cambio Climático,Activo,SI
UAGRCG-017,Unidad Administrativa de Gestión del Riesgo y Cambio Climático,Jefe de oficina,Jefe de oficina,Recurso Humano,Primario,Español,Interno,No Aplica,No Aplica,No Aplica,Jefe Unidad Administrativa de Gestión del Riesgo y Cambio Climático,Activo,No Aplica
UAGRCG-018,Unidad Administrativa de Gestión del Riesgo y Cambio Climático,Profesional,Formuladora de proyectos,Recurso Humano,Primario,Español,Interno,No Aplica,No Aplica,No Aplica,Jefe Unidad Administrativa de Gestión del Riesgo y Cambio Climático,Activo,No Aplica
UAGRCG-019,Unidad Administrativa de Gestión del Riesgo y Cambio Climático,Profesional en ingenieria ambiental,Apoyar en las diferentes campañas de reforestación del municipio,Recurso Humano,Primario,Español,Interno,No Aplica,No Aplica,No Aplica,Jefe Unidad Administrativa de Gestión del Riesgo y Cambio Climático,Activo,No Aplica
UAGRCG-020,Unidad Administrativa de Gestión del Riesgo y Cambio Climático,Profesional en ingenieria ambiental,Apoyar en las diferentes actividades del CIDEA y apoyo minero,Recurso Humano,Primario,Español,Interno,No Aplica,No Aplica,No Aplica,Jefe Unidad Administrativa de Gestión del Riesgo y Cambio Climático,Activo,No Aplica
UAGRCG-021,Unidad Administrativa de Gestión del Riesgo y Cambio Climático,Profesional en ingenieria industrial,Apoyar en las diferentes actividades de empresas industriales y apoyo minero,Recurso Humano,Primario,Español,Interno,No Aplica,No Aplica,No Aplica,Jefe Unidad Administrativa de Gestión del Riesgo y Cambio Climático,Activo,No Aplica
UAGRCG-022,Unidad Administrativa de Gestión del Riesgo y Cambio Climático,Tecnologa ambiental,Apoyar en las diferentes actividades del CIDEA y apoyo en parte hidrica,Recurso Humano,Primario,Español,Interno,No Aplica,No Aplica,No Aplica,Jefe Unidad Administrativa de Gestión del Riesgo y Cambio Climático,Activo,No Aplica
UAGRCG-023,Unidad Administrativa de Gestión del Riesgo y Cambio Climático,Tecnologa en gestión empresarial,Apoyar en las diferentes actividades ambientales y gestión documental,Recurso Humano,Primario,Español,Interno,No Aplica,No Aplica,No Aplica,Jefe Unidad Administrativa de Gestión del Riesgo y Cambio Climático,Activo,No Aplica
UMATA-001,Unidad Municipal de Asistencia Técnica Agropecuaria,MONITOR LENOVO,complemento de la cpu el cual visualiza los procedimientos de la cpu,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Jefe Unidad Municipal de Asistencia Técnica Agropecuaria,Activo,No Aplica
UMATA-002,Unidad Municipal de Asistencia Técnica Agropecuaria,CPU COMPAQ,dispositivos de procesamiento el cual es usado para el desarrollo de las actividades de la alcaldia,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Jefe Unidad Municipal de Asistencia Técnica Agropecuaria,Activo,No Aplica
UMATA-003,Unidad Municipal de Asistencia Técnica Agropecuaria,TECLADO HP,complemento de la cpu usado para digitalizar las actividades en la alcaldia,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Jefe Unidad Municipal de Asistencia Técnica Agropecuaria,Activo,No Aplica
UMATA-004,Unidad Municipal de Asistencia Técnica Agropecuaria,ALL IN ONE HP,dispositivos de procesamiento el cual es usado para el desarrollo de las actividades de la alcaldia,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Jefe Unidad Municipal de Asistencia Técnica Agropecuaria,Activo,No Aplica
UMATA-005,Unidad Municipal de Asistencia Técnica Agropecuaria,TECLADO HP,complemento de la cpu usado para digitalizar las actividades en la alcaldia,Hardware,De soporte,No Aplica,Interno,No Aplica,Disponible,No Aplica,Jefe Unidad Municipal de Asistencia Técnica Agropecuaria,Activo,No Aplica
